Specimen ID,NCBI Accession Number,WGS ID,AST Approved,WGS Approved,Genus,Species,Serotype,Data Year,Region Name,Resistance Pattern,Resistance Determinants,Predictive Resistance Pattern,AMP Rslt,AMP Concl,AUG Rslt,AUG Concl,AXO Rslt,AXO Concl,CHL Rslt,CHL Concl,FIS Rslt,FIS Concl,FOX Rslt,FOX Concl,TET Rslt,TET Concl
2016AM-3268,SAMN13927194,2016AM-3268,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 3,ASuTAuCxFox,blaCMY-2 blaTEM-1B sul2 tet(A) ,ASuTAuCxTioFox,32,R,32,R,64,R,8,S,256,R,32,R,32,R
2016AM-3436,SAMN13691101,2016AM-3436,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3398,SAMN04893764,PNUSAS002037,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2016AM-3399,SAMN13747542,2016AM-3399,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,2,S,16,S,2,S,4,S
2016AM-3394,SAMN13747558,2016AM-3394,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2016AM-3401,SAMN13747541,2016AM-3401,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3400,SAMN13747557,2016AM-3400,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2016AM-3413,SAMN13866792,2016AM-3413,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,ASuTAuCxFox,blaCMY-2 sul2 tet(A) ,ASuTAuCxTioFox,32,R,32,R,16,R,4,S,256,R,32,R,32,R
2016AM-3395,SAMN13708028,2016AM-3395,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2016AM-3402,SAMN13747554,2016AM-3402,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,ASuTAuCx,blaCMY-2 sul2 tet(A) ,ASuTAuCxTioFox,32,R,32,R,8,R,8,S,256,R,16,I,32,R
2016AM-3396,SAMN13747553,2016AM-3396,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3678,SAMN13693776,2016AM-3678,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3679,SAMN08579854,PNUSAS033455,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 10,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2016AM-3524,SAMN13691024,2016AM-3524,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3692,SAMN06285375,PNUSAS007790,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 3,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,4,S,32,R
2017AM-0099,SAMN06629743,PNUSAS009158,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3538,SAMN13693770,2016AM-3538,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2016AM-3505,SAMN13708257,2016AM-3505,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 8,ASSu,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 ,ASSu,32,R,8,S,0.25,S,8,S,256,R,4,S,4,S
2016AM-3506,SAMN13691020,2016AM-3506,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3507,SAMN13691016,2016AM-3507,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2016AM-3605,SAMN13693723,2016AM-3605,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 2,SSuT,sul2 tet(A) ,SuT,2,S,1,S,0.25,S,4,S,256,R,2,S,32,R
2016AM-3670,SAMN13691110,2016AM-3670,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3669,SAMN13691113,2016AM-3669,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3658,SAMN13693798,2016AM-3658,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2016AM-3659,SAMN13693803,2016AM-3659,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2016AM-3554,SAMN13956083,2016AM-3554,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2016AM-3626,SAMN06213969,PNUSAS006422,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 10,T,tet(B) ,T,1,S,1,S,0.25,S,8,S,64,S,1,S,32,R
2016AM-3680,SAMN06231045,PNUSAS007199,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 8,ASSuT,ant(3'')-Ia aph(3')-Ia blaTEM-1B sul1 tet(A) ,ASSuTKan,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2017AM-0113,SAMN06806024,PNUSAS011080,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2016AM-3751,SAMN13929793,2016AM-3751,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3752,SAMN13691097,2016AM-3752,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2016AM-3772,SAMN13929947,2016AM-3772,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,ASSuTCot,aph(3'')-Ib aph(3')-Ia aph(6)-Id blaTEM-1B dfrA5 sul2 tet(A) ,ASSuTKanCotTmp,32,R,16,I,0.25,S,8,S,256,R,2,S,32,R
2017AM-0146,SAMN06677650,PNUSAS010800,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3778,SAMN13955905,2016AM-3778,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,S,No determinants detected,No determinants detected,2,S,4,S,0.25,S,4,S,32,S,4,S,4,S
2016AM-3903,SAMN13691125,2016AM-3903,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3919,SAMN05513885,PNUSAS003238,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3904,SAMN13691336,2016AM-3904,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-3905,SAMN13691335,2016AM-3905,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3906,SAMN13691334,2016AM-3906,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2016AM-3907,SAMN13691333,2016AM-3907,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-3908,SAMN13691332,2016AM-3908,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,ACSSuTAuCxFox,blaCMY-2 sul2 tet(A) ,ASuTAuCxTioFox,32,R,32,R,8,R,32,R,256,R,32,R,32,R
2016AM-3909,SAMN13691343,2016AM-3909,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,64,S,2,S,4,S
2017AM-0246,SAMN07719473,PNUSAS024903,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,aac(3)-VIa ant(3'')-Ia sul1 ,SSuGen,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2017AM-0252,SAMN06672341,PNUSAS010426,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017K-0411,SAMN07146441,PNUSAS014113,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2017AM-0375,SAMN06642205,PNUSAS009761,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2017AM-0376,SAMN07147021,PNUSAS011268,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,64,S,2,S,4,S
2017K-0495,SAMN07141955,PNUSAS013283,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 9,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,8,R,32,R,256,R,32,R,32,R
2017K-0541,SAMN07269012,PNUSAS016420,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0548,SAMN07173333,PNUSAS014042,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,S,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,32,S,4,S,4,S
2017AM-0510,SAMN07255621,PNUSAS015423,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0607,SAMN06891230,PNUSAS012701,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2017AM-0608,SAMN07146647,PNUSAS013306,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,4,S,32,R
2017AM-0609,SAMN07218948,PNUSAS014698,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,32,S,8,S,4,S
2017AM-0610,SAMN07298923,PNUSAS015727,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0637,SAMN07172973,PNUSAS014679,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0712,SAMN06829610,PNUSAS012353,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-0713,SAMN07180480,PNUSAS014284,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0714,SAMN07274403,PNUSAS016823,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,ASuCot,blaTEM-1B dfrA1 sul2 ,ASuCotTmp,32,R,8,S,0.25,S,8,S,256,R,4,S,4,S
2017AM-0697,SAMN07503460,PNUSAS020753,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0696,SAMN07342541,PNUSAS017564,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2017AM-0938,SAMN07269016,PNUSAS016399,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-0943,SAMN07490127,PNUSAS020449,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0945,SAMN07333371,PNUSAS017638,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0946,SAMN07523095,PNUSAS021101,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0774,SAMN07257829,PNUSAS014413,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-0775,SAMN07298790,PNUSAS014600,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,4,S,32,R
2017AM-0776,SAMN07352853,PNUSAS015978,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0777,SAMN07375518,PNUSAS016566,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2017AM-0778,SAMN07419039,PNUSAS017116,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-0779,SAMN07423863,PNUSAS017547,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-0780,SAMN07424692,PNUSAS018098,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-0861,SAMN06693624,PNUSAS011310,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,fosA7 ,Fos,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-0972,SAMN07573678,PNUSAS021454,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2017AM-0973,SAMN07694681,PNUSAS024037,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-1110,SAMN06883753,PNUSAS012605,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 9,SuTCipNalCot,aac(6')-Ib-cr aadA16 ARR-3 dfrA27 qnrB6 qnrS1 sul1 tet(A) ,SSuTCip(I/R)GenCotRifTmp,1,S,1,S,0.25,S,4,S,256,R,2,S,32,R
2017AM-1074,SAMN07419607,PNUSAS017148,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,8,S,4,S
2017AM-1264,SAMN07322524,PNUSAS017402,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,8,R,32,R,256,R,32,R,32,R
2017AM-1265,SAMN07351531,PNUSAS017922,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2017AM-1451,SAMN07569124,PNUSAS021299,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-1452,SAMN07703257,PNUSAS024276,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2017AM-1470,SAMN06756764,PNUSAS011958,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2017AM-1472,SAMN07269309,PNUSAS016313,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,8,I
2017AM-1485,SAMN07436226,PNUSAS020163,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,ASSuT,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 tet(B) ,ASSuT,32,R,8,S,0.25,S,8,S,256,R,4,S,32,R
2017AM-2528,SAMN07409524,PNUSAS018839,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,16,I,32,S,1,S,4,S
2017AM-1690,SAMN07682207,PNUSAS020282,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2017AM-1692,SAMN08043236,PNUSAS027946,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-1693,SAMN08773299,PNUSAS035284,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-1496,SAMN12700007,PNUSAS095825,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,ASSuT,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 tet(B) ,ASSuT,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2017AM-1495,SAMN07505000,PNUSAS020673,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,SSuT,aph(3'')-Ib aph(6)-Id sul2 tet(A) ,SSuT,1,S,2,S,0.25,S,4,S,256,R,2,S,32,R
2017AM-1767,SAMN07450818,PNUSAS020232,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-1577,SAMN07604685,PNUSAS022069,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2017AM-1949,SAMN07349874,PNUSAS017721,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,8,S,0.25,S,32,R,256,R,2,S,32,R
2017AM-1950,SAMN07554548,PNUSAS020585,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-1951,SAMN07594497,PNUSAS021700,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-1952,SAMN07842342,PNUSAS026363,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2017AM-2014,SAMN07716627,PNUSAS024427,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2017AM-1902,SAMN07694663,PNUSAS023294,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2017AM-1903,SAMN07688192,PNUSAS023902,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2017AM-1904,SAMN07781551,PNUSAS023923,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,2,S,4,S
2017AM-1878,SAMN07837962,PNUSAS025219,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-1880,SAMN08200094,PNUSAS025478,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2017AM-2040,SAMN08326711,PNUSAS031300,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-2041,SAMN08513764,PNUSAS032206,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2017AM-2618,SAMN07665746,PNUSAS022767,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2017AM-2619,SAMN07958583,PNUSAS026290,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2017K-1099,SAMN08134051,PNUSAS027438,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2017AM-2564,SAMN06842305,PNUSAS012330,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,2,S,0.25,S,8,S,16,S,2,S,4,S
2017AM-2583,SAMN07967218,PNUSAS025835,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 6,Nal,gyrA(87) ,Cip(I/R)Nal,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2017AM-2209,SAMN07519883,PNUSAS020546,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-2314,SAMN07490563,PNUSAS018671,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2017AM-2315,SAMN07490573,PNUSAS019354,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2017AM-2317,SAMN07687832,PNUSAS021651,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 2,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,32,R,32,R,256,R,32,R,32,R
